날짜,미세먼지(PM-10),소음(db),습도(%),온도(℃),초미세먼지(PM-2.5),PM10단계,PM25단계
2018-12-18 01,56.93,51.88,54.05,0.09,32.65,보통,보통
2018-12-18 02,56.15,51.54,58.22,-0.7,32.12,보통,보통
2018-12-18 03,57.73,51.4,61.0,-1.32,32.61,보통,보통
2018-12-18 04,57.14,51.51,62.72,-1.7,33.29,보통,보통
2018-12-18 05,57.2,51.96,63.85,-2.0,31.94,보통,보통
2018-12-18 06,57.24,52.37,64.91,-2.16,31.56,보통,보통
2018-12-18 07,57.47,52.78,66.06,-2.27,32.0,보통,보통
2018-12-18 08,61.41,53.15,64.85,-1.78,34.67,보통,보통
2018-12-18 09,61.65,53.33,58.14,0.02,34.08,보통,보통
2018-12-18 10,62.56,53.33,50.13,2.24,35.1,보통,보통
2018-12-18 11,69.53,53.03,44.06,4.65,38.15,보통,나쁨
2018-12-18 12,63.9,52.95,40.78,6.25,36.05,보통,나쁨
2018-12-18 13,59.35,53.02,41.1,7.11,32.55,보통,보통
2018-12-18 14,59.42,53.06,44.34,7.61,30.83,보통,보통
2018-12-18 15,57.97,53.06,45.53,7.84,31.41,보통,보통
2018-12-18 16,59.83,53.12,40.66,7.78,34.04,보통,보통
2018-12-18 17,57.18,53.04,39.04,6.87,34.56,보통,보통
2018-12-18 18,57.22,53.02,44.0,5.65,36.73,보통,나쁨
2018-12-18 19,66.88,52.97,48.59,5.26,40.84,보통,나쁨
2018-12-18 20,65.46,52.82,51.81,5.07,39.58,보통,나쁨
2018-12-18 21,66.54,52.71,52.71,5.22,40.05,보통,나쁨
2018-12-18 22,68.07,52.53,53.14,5.37,41.59,보통,나쁨
2018-12-18 23,64.52,52.28,55.66,5.19,38.8,보통,나쁨
2018-12-19 00,61.28,52.09,60.21,4.45,36.04,보통,나쁨
2018-12-19 01,59.23,51.76,66.09,3.26,32.67,보통,보통
2018-12-19 02,59.63,51.55,70.78,2.32,34.96,보통,보통
2018-12-19 03,60.13,51.4,73.67,1.69,38.52,보통,나쁨
2018-12-19 04,59.47,51.55,75.91,1.24,37.97,보통,나쁨
2018-12-19 05,59.79,51.98,77.4,0.89,36.99,보통,나쁨
2018-12-19 06,60.27,52.34,77.57,0.88,39.6,보통,나쁨
2018-12-19 07,60.87,52.72,77.26,1.0,40.5,보통,나쁨
2018-12-19 08,63.78,53.24,76.36,1.45,41.49,보통,나쁨
2018-12-19 09,71.04,53.31,71.36,3.09,45.67,보통,나쁨
2018-12-19 10,84.4,53.53,55.68,5.99,54.04,나쁨,나쁨
2018-12-19 11,83.32,52.85,35.55,7.82,54.27,나쁨,나쁨
2018-12-19 12,70.97,52.56,20.6,8.88,45.56,보통,나쁨
2018-12-19 13,59.26,52.48,15.36,9.35,35.62,보통,보통
2018-12-19 14,43.06,52.58,13.01,9.63,25.37,보통,보통
2018-12-19 15,35.57,52.69,13.22,9.31,17.94,보통,보통
2018-12-19 16,33.39,52.62,14.8,8.53,14.0,보통,좋음
2018-12-19 17,40.98,52.62,20.97,7.33,20.71,보통,보통
2018-12-19 18,50.12,52.7,29.33,6.08,29.1,보통,보통
2018-12-19 19,55.23,52.83,35.82,5.08,32.89,보통,보통
2018-12-19 20,60.58,52.82,39.24,4.0,36.02,보통,나쁨
2018-12-19 21,62.47,52.65,40.93,3.22,37.51,보통,나쁨
2018-12-19 22,66.9,52.58,43.2,2.77,41.68,보통,나쁨
2018-12-19 23,66.92,52.33,45.98,2.03,42.94,보통,나쁨
2018-12-20 00,68.34,52.11,48.32,1.51,43.42,보통,나쁨
2018-12-20 01,67.81,51.84,50.87,0.99,42.53,보통,나쁨
2018-12-20 02,68.26,51.56,52.41,0.61,44.5,보통,나쁨
2018-12-20 03,67.99,51.36,53.68,0.34,46.67,보통,나쁨
2018-12-20 04,71.49,51.32,53.85,0.23,49.25,보통,나쁨
2018-12-20 05,73.34,51.83,54.11,0.07,51.0,보통,나쁨
2018-12-20 06,74.95,52.29,55.25,-0.16,53.61,보통,나쁨
2018-12-20 07,78.61,52.61,54.89,-0.28,57.95,보통,나쁨
2018-12-20 08,82.27,53.01,54.03,0.04,62.36,나쁨,나쁨
2018-12-20 09,86.53,53.07,49.44,1.21,62.72,나쁨,나쁨
2018-12-20 10,84.5,53.01,41.42,3.37,61.06,나쁨,나쁨
2018-12-20 11,81.31,52.83,32.25,6.03,60.18,나쁨,나쁨
2018-12-20 12,76.43,52.48,28.16,8.37,56.19,보통,나쁨
2018-12-20 13,74.34,52.5,24.88,9.57,52.02,보통,나쁨
2018-12-20 14,72.43,52.81,22.94,9.79,49.35,보통,나쁨
2018-12-20 15,73.47,52.84,23.72,9.83,45.48,보통,나쁨
2018-12-20 16,73.74,52.81,25.92,9.26,43.86,보통,나쁨
2018-12-20 17,76.7,52.85,32.01,7.57,47.3,보통,나쁨
2018-12-20 18,78.06,52.78,38.16,5.97,49.31,보통,나쁨
2018-12-20 19,80.49,52.83,41.94,4.9,49.2,보통,나쁨
2018-12-20 20,82.73,52.71,44.92,3.97,50.57,나쁨,나쁨
2018-12-20 21,81.63,52.58,47.57,3.18,52.18,나쁨,나쁨
2018-12-20 22,79.71,52.49,49.55,2.58,51.33,보통,나쁨
2018-12-20 23,75.46,52.2,52.06,1.93,47.86,보통,나쁨
2018-12-21 00,73.31,51.99,53.94,1.4,48.97,보통,나쁨
2018-12-21 01,72.15,51.77,56.22,0.93,47.14,보통,나쁨
2018-12-21 02,72.09,51.58,57.25,0.73,51.07,보통,나쁨
2018-12-21 03,73.58,51.38,57.12,0.7,49.69,보통,나쁨
2018-12-21 04,72.04,51.42,55.94,0.93,40.92,보통,나쁨
2018-12-21 05,73.6,51.83,55.2,1.01,48.48,보통,나쁨
2018-12-21 06,74.73,52.3,55.28,1.05,51.84,보통,나쁨
2018-12-21 07,73.86,52.68,56.94,0.94,51.43,보통,나쁨
2018-12-21 08,75.63,53.15,54.87,1.56,52.4,보통,나쁨
2018-12-21 09,77.09,53.13,49.35,3.14,52.31,보통,나쁨
2018-12-21 10,81.94,53.1,39.74,5.58,53.12,나쁨,나쁨
2018-12-21 11,82.46,52.76,30.55,8.2,49.63,나쁨,나쁨
2018-12-21 12,79.43,52.6,27.41,9.53,51.01,보통,나쁨
2018-12-21 13,76.61,52.75,26.79,10.08,49.59,보통,나쁨
2018-12-21 14,76.1,52.74,26.89,10.35,49.89,보통,나쁨
2018-12-21 15,78.26,52.84,26.87,10.68,49.33,보통,나쁨
2018-12-21 16,81.11,52.75,28.08,10.6,50.48,나쁨,나쁨
2018-12-21 17,81.96,52.72,30.24,10.18,49.85,나쁨,나쁨
2018-12-21 18,85.03,52.71,34.24,9.34,52.41,나쁨,나쁨
2018-12-21 19,85.25,52.7,35.48,9.2,53.84,나쁨,나쁨
2018-12-21 20,89.14,52.72,35.93,8.9,58.75,나쁨,나쁨
2018-12-21 21,90.54,52.71,37.61,8.72,58.4,나쁨,나쁨
2018-12-21 22,90.78,52.55,39.18,8.42,61.53,나쁨,나쁨
2018-12-21 23,92.98,52.28,40.06,8.31,61.31,나쁨,나쁨
2018-12-22 00,93.84,52.02,40.7,8.23,62.97,나쁨,나쁨
2018-12-22 01,93.98,51.72,40.59,8.14,62.2,나쁨,나쁨
2018-12-22 02,93.26,51.54,41.44,8.03,63.58,나쁨,나쁨
2018-12-22 03,97.7,51.46,44.38,7.15,65.85,나쁨,나쁨
2018-12-22 04,94.6,51.41,48.49,5.97,66.7,나쁨,나쁨
2018-12-22 05,97.54,51.62,50.87,5.2,70.03,나쁨,나쁨
2018-12-22 06,93.37,51.81,54.05,4.69,67.5,나쁨,나쁨
2018-12-22 07,95.04,52.02,58.31,4.37,66.54,나쁨,나쁨
2018-12-22 08,102.54,52.44,60.69,4.4,73.65,나쁨,나쁨
2018-12-22 09,124.22,52.75,57.48,5.57,88.41,나쁨,매우 나쁨
2018-12-22 10,144.34,52.88,51.07,7.32,103.76,나쁨,매우 나쁨
2018-12-22 11,116.84,52.65,44.34,9.42,83.15,나쁨,매우 나쁨
2018-12-22 12,114.88,52.47,39.17,11.09,80.94,나쁨,매우 나쁨
2018-12-22 13,101.88,52.38,30.31,12.08,73.5,나쁨,나쁨
2018-12-22 14,110.86,52.47,28.31,12.43,80.73,나쁨,매우 나쁨
2018-12-22 15,108.83,52.46,27.63,12.17,78.29,나쁨,매우 나쁨
2018-12-22 16,104.69,52.5,31.2,10.91,74.73,나쁨,나쁨
2018-12-22 17,108.85,52.46,34.34,9.61,75.87,나쁨,나쁨
2018-12-22 18,114.52,52.45,35.42,8.97,79.02,나쁨,매우 나쁨
2018-12-22 19,99.7,52.63,39.64,8.18,67.52,나쁨,나쁨
2018-12-22 20,97.94,52.59,42.1,7.66,69.2,나쁨,나쁨
2018-12-22 21,98.16,52.57,43.86,7.42,71.82,나쁨,나쁨
2018-12-22 22,97.12,52.4,45.42,7.32,71.16,나쁨,나쁨
2018-12-22 23,96.54,52.26,47.61,6.77,71.47,나쁨,나쁨
2018-12-23 00,92.48,52.04,49.59,6.45,71.13,나쁨,나쁨
2018-12-23 01,92.99,51.73,50.87,6.17,70.26,나쁨,나쁨
2018-12-23 02,92.0,51.52,52.75,5.82,67.39,나쁨,나쁨
2018-12-23 03,95.95,51.29,54.25,5.6,69.21,나쁨,나쁨
2018-12-23 04,94.87,51.27,52.32,5.35,69.85,나쁨,나쁨
2018-12-23 05,95.52,51.24,49.11,5.12,68.16,나쁨,나쁨
2018-12-23 06,93.9,51.32,50.65,4.72,64.33,나쁨,나쁨
2018-12-23 07,84.53,51.57,52.52,4.11,57.69,나쁨,나쁨
2018-12-23 08,82.6,51.98,53.16,3.78,57.17,나쁨,나쁨
2018-12-23 09,82.83,52.16,46.17,4.9,55.66,나쁨,나쁨
2018-12-23 10,79.97,52.37,39.47,6.1,52.09,보통,나쁨
2018-12-23 11,72.85,52.31,34.12,7.52,42.61,보통,나쁨
2018-12-23 12,64.81,52.38,27.68,8.18,34.76,보통,보통
2018-12-23 13,59.19,52.25,21.25,8.71,31.57,보통,보통
2018-12-23 14,57.74,52.33,18.61,8.67,31.27,보통,보통
2018-12-23 15,58.3,52.42,18.04,7.68,29.25,보통,보통
2018-12-23 16,60.76,52.48,20.66,6.43,26.74,보통,보통
2018-12-23 17,66.33,52.58,25.35,5.4,22.96,보통,보통
2018-12-23 18,65.43,52.67,25.17,4.07,24.31,보통,보통
2018-12-23 19,59.46,52.66,22.63,2.34,25.88,보통,보통
2018-12-23 20,52.9,52.51,25.81,1.25,23.35,보통,보통
2018-12-23 21,40.66,52.42,25.85,0.41,19.86,보통,보통
2018-12-23 22,38.5,52.22,25.98,0.01,19.88,보통,보통
2018-12-23 23,36.86,52.05,27.9,-0.45,16.79,보통,보통
2018-12-24 00,35.03,51.93,30.62,-1.0,15.89,보통,좋음
2018-12-24 01,33.15,51.66,32.62,-1.48,17.69,보통,보통
2018-12-24 02,33.78,51.46,34.8,-1.94,20.56,보통,보통
2018-12-24 03,31.94,51.4,36.16,-2.38,18.27,보통,보통
2018-12-24 04,31.55,51.53,38.36,-2.92,18.05,보통,보통
2018-12-24 05,32.65,52.08,40.4,-3.34,21.0,보통,보통
2018-12-24 06,32.36,52.42,41.84,-3.55,23.53,보통,보통
2018-12-24 07,31.52,52.84,44.07,-3.82,21.47,보통,보통
2018-12-24 08,35.9,53.28,44.88,-3.66,24.51,보통,보통
2018-12-24 09,42.92,53.43,38.67,-2.21,24.67,보통,보통
2018-12-24 10,42.61,53.41,31.96,-0.65,22.13,보통,보통
2018-12-24 11,36.18,53.25,25.72,0.79,17.27,보통,보통
2018-12-24 12,35.41,52.83,20.76,2.0,18.04,보통,보통
2018-12-24 13,34.09,52.93,18.12,2.89,19.55,보통,보통
2018-12-24 14,31.51,53.07,16.45,3.36,20.2,보통,보통
2018-12-24 15,32.74,52.97,16.43,3.44,18.31,보통,보통
2018-12-24 16,32.7,52.97,15.86,2.98,18.64,보통,보통
2018-12-24 17,32.66,52.95,17.16,1.81,19.92,보통,보통
2018-12-24 18,34.92,52.9,17.69,1.15,22.8,보통,보통
2018-12-24 19,33.4,52.9,19.82,0.7,22.15,보통,보통
2018-12-24 20,34.27,52.91,25.59,0.07,21.21,보통,보통
2018-12-24 21,34.68,52.83,28.4,-0.68,21.67,보통,보통
2018-12-24 22,38.65,52.74,31.15,-1.38,25.55,보통,보통
2018-12-24 23,38.91,52.54,33.89,-1.88,23.99,보통,보통
2018-12-25 00,37.89,52.24,35.84,-2.3,23.3,보통,보통
2018-12-25 01,37.58,52.1,37.39,-2.68,23.53,보통,보통
2018-12-25 02,38.27,51.82,37.9,-2.45,24.06,보통,보통
2018-12-25 03,37.39,51.62,35.63,-2.03,24.65,보통,보통
2018-12-25 04,37.41,51.57,37.06,-1.98,23.04,보통,보통
2018-12-25 05,37.22,51.71,38.55,-2.09,25.63,보통,보통
2018-12-25 06,38.3,51.79,38.28,-1.9,27.71,보통,보통
2018-12-25 07,41.75,51.89,38.71,-2.06,27.62,보통,보통
2018-12-25 08,43.31,52.2,38.92,-1.84,27.87,보통,보통
2018-12-25 09,42.32,52.52,38.05,-1.14,26.95,보통,보통
2018-12-25 10,44.51,52.78,35.82,-0.07,28.48,보통,보통
2018-12-25 11,46.48,52.72,34.71,0.99,29.63,보통,보통
2018-12-25 12,49.78,52.7,32.64,3.11,31.14,보통,보통
2018-12-25 13,49.49,52.66,34.39,4.39,31.39,보통,보통
2018-12-25 14,50.22,52.68,36.44,4.74,30.17,보통,보통
2018-12-25 15,53.9,52.78,37.9,4.96,34.5,보통,보통
2018-12-25 16,52.88,52.81,45.94,4.65,35.92,보통,보통
2018-12-25 17,49.2,52.94,57.78,4.37,30.32,보통,보통
2018-12-25 18,49.63,52.95,61.3,4.44,30.03,보통,보통
2018-12-25 19,47.19,52.78,62.76,4.39,29.0,보통,보통
2018-12-25 20,47.19,52.52,63.18,4.09,30.87,보통,보통
2018-12-25 21,47.58,52.38,62.78,3.78,31.56,보통,보통
2018-12-25 22,49.83,52.24,62.23,3.53,33.85,보통,보통
2018-12-25 23,50.42,51.96,62.31,3.53,35.18,보통,보통
2018-12-26 00,52.61,51.78,61.89,3.55,36.45,보통,나쁨
2018-12-26 01,54.76,51.4,62.45,3.61,35.27,보통,보통
2018-12-26 02,56.44,51.19,65.1,3.07,35.85,보통,보통
2018-12-26 03,58.35,51.17,69.07,2.53,39.54,보통,나쁨
2018-12-26 04,69.4,51.27,63.31,2.3,47.27,보통,나쁨
2018-12-26 05,80.22,51.73,48.47,1.77,53.33,보통,나쁨
2018-12-26 06,86.12,52.06,48.07,1.22,55.18,나쁨,나쁨
2018-12-26 07,86.22,52.47,49.79,0.62,54.17,나쁨,나쁨
2018-12-26 08,87.25,52.84,45.86,0.29,53.75,나쁨,나쁨
2018-12-26 09,86.36,53.13,38.88,0.66,51.82,나쁨,나쁨
2018-12-26 10,84.35,53.02,31.51,1.64,48.76,나쁨,나쁨
2018-12-26 11,76.78,52.83,24.16,2.8,43.78,보통,나쁨
2018-12-26 12,66.7,52.87,17.53,3.09,38.08,보통,나쁨
2018-12-26 13,56.13,52.87,12.7,3.32,32.9,보통,보통
2018-12-26 14,48.39,52.82,13.69,2.98,28.6,보통,보통
2018-12-26 15,42.67,52.83,14.5,2.53,22.39,보통,보통
2018-12-26 16,40.59,52.92,12.14,1.77,18.3,보통,보통
2018-12-26 17,44.2,52.9,13.44,0.61,17.5,보통,보통
2018-12-26 18,45.06,52.81,13.74,-0.45,18.47,보통,보통
2018-12-26 19,46.27,52.9,15.29,-1.48,20.04,보통,보통
2018-12-26 20,46.01,52.75,17.17,-2.16,18.91,보통,보통
2018-12-26 21,45.26,52.7,18.43,-3.06,17.8,보통,보통
2018-12-26 22,44.69,52.68,22.43,-3.93,18.67,보통,보통
2018-12-26 23,45.43,52.42,24.07,-4.86,17.27,보통,보통
2018-12-27 00,45.34,52.33,23.91,-5.68,17.61,보통,보통
2018-12-27 01,43.55,52.12,23.87,-6.39,17.12,보통,보통
2018-12-27 02,42.6,51.89,23.49,-7.09,16.46,보통,보통
2018-12-27 03,39.58,51.71,22.68,-7.64,15.83,보통,좋음
2018-12-27 04,39.07,51.87,21.47,-8.22,16.61,보통,보통
2018-12-27 05,39.32,52.22,21.3,-8.74,16.0,보통,보통
2018-12-27 06,36.36,52.69,19.24,-9.08,15.72,보통,좋음
2018-12-27 07,34.69,53.19,16.09,-9.36,15.37,보통,좋음
2018-12-27 08,36.4,53.76,14.81,-9.53,17.39,보통,보통
2018-12-27 09,37.18,54.14,11.79,-9.22,18.92,보통,보통
2018-12-27 10,36.64,54.17,11.04,-8.48,19.44,보통,보통
2018-12-27 11,39.93,53.79,11.15,-7.63,16.11,보통,보통
2018-12-27 12,42.65,53.77,10.98,-6.78,23.22,보통,보통
2018-12-27 13,45.27,53.79,12.47,-6.36,25.17,보통,보통
2018-12-27 14,47.15,53.85,13.92,-6.28,21.27,보통,보통
2018-12-27 15,49.3,53.76,14.59,-6.37,19.34,보통,보통
2018-12-27 16,51.24,53.87,16.16,-6.73,15.74,보통,좋음
2018-12-27 17,52.6,53.89,20.0,-7.48,7.82,보통,좋음
2018-12-27 18,53.13,53.69,23.23,-7.99,11.92,보통,좋음
2018-12-27 19,55.97,53.75,25.52,-8.68,17.17,보통,보통
2018-12-27 20,54.86,53.63,31.14,-9.35,15.75,보통,좋음
2018-12-27 21,49.38,53.41,36.21,-9.92,17.5,보통,보통
2018-12-27 22,45.36,53.47,40.82,-10.45,21.05,보통,보통
2018-12-27 23,46.18,53.14,42.08,-10.86,22.27,보통,보통
2018-12-28 00,47.56,52.95,41.14,-11.17,22.3,보통,보통
2018-12-28 01,47.41,52.6,37.33,-11.32,23.88,보통,보통
2018-12-28 02,46.85,52.35,36.51,-11.47,23.37,보통,보통
2018-12-28 03,45.71,52.14,36.66,-11.73,19.97,보통,보통
2018-12-28 04,45.53,52.23,34.08,-11.99,19.52,보통,보통
2018-12-28 05,44.73,52.57,32.72,-12.25,21.12,보통,보통
2018-12-28 06,44.43,52.97,32.96,-12.42,21.48,보통,보통
2018-12-28 07,45.19,53.42,32.65,-12.46,18.03,보통,보통
2018-12-28 08,50.49,53.99,31.62,-12.47,17.05,보통,보통
2018-12-28 09,55.72,54.27,30.16,-12.04,16.69,보통,보통
2018-12-28 10,55.52,54.4,27.86,-11.01,16.35,보통,보통
2018-12-28 11,52.22,54.11,24.48,-9.48,17.13,보통,보통
2018-12-28 12,51.65,53.84,21.6,-8.12,19.61,보통,보통
2018-12-28 13,51.43,53.81,20.15,-7.07,17.48,보통,보통
2018-12-28 14,51.41,53.71,19.04,-6.31,17.39,보통,보통
2018-12-28 15,50.68,53.69,18.71,-5.79,19.24,보통,보통
2018-12-28 16,52.65,53.67,19.08,-5.63,20.38,보통,보통
2018-12-28 17,55.22,53.66,21.24,-6.22,19.78,보통,보통
2018-12-28 18,57.95,53.5,22.43,-6.64,22.91,보통,보통
2018-12-28 19,58.69,53.48,24.22,-6.78,27.91,보통,보통
2018-12-28 20,59.2,53.29,24.69,-6.8,25.58,보통,보통
2018-12-28 21,58.94,53.21,24.28,-7.01,25.23,보통,보통
2018-12-28 22,57.71,53.2,27.49,-7.49,26.63,보통,보통
2018-12-28 23,53.14,53.03,32.73,-7.81,24.16,보통,보통
2018-12-29 00,53.26,52.83,35.65,-7.95,26.19,보통,보통
2018-12-29 01,49.17,52.59,35.45,-8.02,25.49,보통,보통
2018-12-29 02,44.14,52.32,33.5,-7.89,22.22,보통,보통
2018-12-29 03,43.72,52.17,30.98,-8.04,22.82,보통,보통
2018-12-29 04,44.77,52.19,27.68,-8.25,20.91,보통,보통
2018-12-29 05,44.5,52.27,25.72,-8.55,19.52,보통,보통
2018-12-29 06,48.68,52.5,24.76,-8.74,24.4,보통,보통
2018-12-29 07,52.35,52.75,24.51,-8.86,18.25,보통,보통
2018-12-29 08,56.41,53.26,22.81,-8.56,16.72,보통,보통
2018-12-29 09,61.52,53.54,19.52,-7.53,17.82,보통,보통
2018-12-29 10,60.28,53.58,17.77,-6.11,10.76,보통,좋음
2018-12-29 11,57.43,53.41,16.45,-4.75,6.52,보통,좋음
2018-12-29 12,56.28,53.36,15.46,-3.85,10.19,보통,좋음
2018-12-29 13,54.82,53.3,14.79,-3.25,11.16,보통,좋음
2018-12-29 14,54.18,53.19,14.48,-2.73,10.85,보통,좋음
2018-12-29 15,51.59,53.17,15.12,-2.59,11.64,보통,좋음
2018-12-29 16,48.34,53.24,17.35,-3.02,11.55,보통,좋음
2018-12-29 17,51.71,53.07,20.84,-3.69,12.94,보통,좋음
2018-12-29 18,53.39,53.09,23.87,-4.2,15.91,보통,좋음
2018-12-29 19,52.44,53.05,25.29,-4.74,17.48,보통,보통
2018-12-29 20,56.13,53.08,25.92,-5.43,20.02,보통,보통
2018-12-29 21,53.59,53.07,29.05,-6.26,24.44,보통,보통
2018-12-29 22,52.6,53.11,32.22,-6.86,22.11,보통,보통
2018-12-29 23,51.45,52.79,33.38,-7.27,20.52,보통,보통
2018-12-30 00,47.97,52.7,34.1,-7.57,21.47,보통,보통
2018-12-30 01,47.26,52.47,36.43,-8.02,22.51,보통,보통
2018-12-30 02,47.34,52.27,39.43,-8.41,22.94,보통,보통
2018-12-30 03,46.61,52.08,41.51,-8.75,22.68,보통,보통
2018-12-30 04,46.17,52.04,44.5,-9.3,23.98,보통,보통
2018-12-30 05,44.22,52.06,46.56,-9.72,23.83,보통,보통
2018-12-30 06,42.9,52.17,47.82,-9.92,23.57,보통,보통
2018-12-30 07,42.98,52.36,49.61,-10.38,23.19,보통,보통
2018-12-30 08,45.08,52.86,49.37,-10.23,25.52,보통,보통
2018-12-30 09,49.45,52.99,41.87,-8.67,26.36,보통,보통
2018-12-30 10,50.18,52.93,30.55,-6.58,25.72,보통,보통
2018-12-30 11,44.42,52.87,25.73,-4.86,22.02,보통,보통
2018-12-30 12,44.72,53.04,22.68,-3.38,23.67,보통,보통
2018-12-30 13,45.6,52.95,19.91,-2.21,28.08,보통,보통
2018-12-30 14,46.86,52.87,18.53,-1.35,26.33,보통,보통
2018-12-30 15,43.88,52.86,19.46,-1.05,15.95,보통,좋음
2018-12-30 16,44.26,52.9,21.14,-1.4,19.93,보통,보통
2018-12-30 17,52.99,52.94,23.51,-2.2,31.43,보통,보통
2018-12-30 18,57.3,52.93,26.98,-2.96,33.69,보통,보통
2018-12-30 19,57.55,52.94,29.67,-3.58,36.58,보통,나쁨
2018-12-30 20,60.73,52.88,31.83,-4.15,40.64,보통,나쁨
2018-12-30 21,61.83,52.79,34.61,-4.84,39.51,보통,나쁨
2018-12-30 22,58.92,52.68,37.2,-5.53,37.99,보통,나쁨
2018-12-30 23,58.51,52.44,38.7,-6.05,36.14,보통,나쁨
2018-12-31 00,59.48,52.23,40.91,-6.73,36.37,보통,나쁨
2018-12-31 01,55.23,51.94,42.16,-7.3,36.5,보통,나쁨
2018-12-31 02,56.36,51.88,43.42,-7.75,38.21,보통,나쁨
2018-12-31 03,57.9,51.94,44.94,-8.18,37.72,보통,나쁨
2018-12-31 04,62.7,52.14,46.96,-8.62,42.81,보통,나쁨
2018-12-31 05,69.72,52.62,49.68,-9.06,48.5,보통,나쁨
2018-12-31 06,70.41,53.01,51.92,-9.38,48.75,보통,나쁨
2018-12-31 07,70.17,53.25,53.42,-9.66,50.17,보통,나쁨
2018-12-31 08,72.46,53.69,52.88,-9.35,52.54,보통,나쁨
2018-12-31 09,77.5,53.77,48.04,-7.84,57.44,보통,나쁨
2018-12-31 10,77.64,53.64,39.32,-5.48,58.13,보통,나쁨
2018-12-31 11,76.13,53.3,29.17,-2.84,51.55,보통,나쁨
2018-12-31 12,78.23,53.15,25.1,-0.93,52.99,보통,나쁨
2018-12-31 13,75.2,53.32,22.49,0.16,49.53,보통,나쁨
2018-12-31 14,72.86,53.03,18.98,0.59,47.64,보통,나쁨
2018-12-31 15,59.85,53.01,15.2,0.7,38.5,보통,나쁨
2018-12-31 16,49.4,52.99,12.59,0.34,32.3,보통,보통
2018-12-31 17,66.98,52.95,13.76,-0.42,46.12,보통,나쁨
2018-12-31 18,52.97,52.84,19.51,-1.09,30.96,보통,보통
2018-12-31 19,48.8,52.83,25.76,-1.82,26.42,보통,보통
2018-12-31 20,53.68,52.72,28.42,-2.49,31.13,보통,보통
2018-12-31 21,60.92,52.77,31.29,-3.13,37.16,보통,나쁨
2018-12-31 22,66.87,52.81,34.74,-3.88,42.33,보통,나쁨
2018-12-31 23,65.63,52.63,36.7,-4.43,41.05,보통,나쁨
2019-01-01 00,63.9,52.42,39.94,-5.2,39.44,보통,나쁨
2019-01-01 01,55.31,52.46,42.51,-5.53,35.92,보통,보통
2019-01-01 02,55.63,52.14,44.43,-5.99,37.9,보통,나쁨
2019-01-01 03,55.51,52.11,46.38,-6.54,38.05,보통,나쁨
2019-01-01 04,55.27,51.89,48.43,-6.87,39.94,보통,나쁨
2019-01-01 05,55.61,52.3,50.53,-7.29,39.09,보통,나쁨
2019-01-01 06,57.24,52.16,51.86,-7.54,42.12,보통,나쁨
2019-01-01 07,58.14,52.07,52.55,-7.88,41.83,보통,나쁨
2019-01-01 08,60.64,52.29,51.55,-7.41,43.24,보통,나쁨
2019-01-01 09,59.32,52.42,47.2,-6.01,44.3,보통,나쁨
2019-01-01 10,65.23,52.37,39.51,-3.65,49.01,보통,나쁨
2019-01-01 11,61.66,52.42,32.04,-1.45,42.01,보통,나쁨
2019-01-01 12,53.8,52.61,40.2,-0.93,36.83,보통,나쁨
2019-01-01 13,54.33,52.58,42.43,-0.74,39.07,보통,나쁨
2019-01-01 14,56.82,52.62,39.97,-0.23,41.9,보통,나쁨
2019-01-01 15,58.13,52.64,39.38,-0.42,40.79,보통,나쁨
2019-01-01 16,56.82,52.65,41.17,-0.59,40.36,보통,나쁨
2019-01-01 17,56.3,52.69,40.34,-0.95,40.05,보통,나쁨
2019-01-01 18,56.69,52.71,38.87,-1.26,40.29,보통,나쁨
2019-01-01 19,53.81,52.61,34.88,-1.73,37.8,보통,나쁨
2019-01-01 20,48.35,52.57,31.29,-2.51,31.85,보통,보통
2019-01-01 21,42.6,52.5,33.18,-3.28,26.33,보통,보통
2019-01-01 22,41.73,52.33,37.61,-3.96,25.81,보통,보통
2019-01-01 23,41.07,52.1,40.37,-4.54,26.0,보통,보통
2019-01-02 00,40.39,51.97,42.15,-5.08,26.86,보통,보통
2019-01-02 01,36.82,51.68,45.42,-5.79,26.06,보통,보통
2019-01-02 02,37.73,51.51,48.0,-6.38,27.75,보통,보통
2019-01-02 03,39.77,51.51,49.46,-6.89,29.89,보통,보통
2019-01-02 04,40.84,51.77,51.74,-7.38,33.77,보통,보통
2019-01-02 05,40.8,52.31,53.46,-7.79,35.13,보통,보통
2019-01-02 06,43.25,52.79,54.8,-8.05,36.01,보통,나쁨
2019-01-02 07,43.69,53.13,56.55,-8.36,33.89,보통,보통
2019-01-02 08,47.76,53.6,56.45,-8.23,38.49,보통,나쁨
2019-01-02 09,50.63,53.76,51.15,-6.53,36.76,보통,나쁨
2019-01-02 10,57.34,53.51,39.95,-3.97,36.73,보통,나쁨
2019-01-02 11,61.01,53.07,29.05,-1.88,37.61,보통,나쁨
2019-01-02 12,60.87,52.98,24.04,-0.39,39.94,보통,나쁨
2019-01-02 13,56.04,53.02,21.08,0.61,37.73,보통,나쁨
2019-01-02 14,46.8,52.89,17.23,1.09,25.49,보통,보통
2019-01-02 15,40.47,53.11,17.97,0.89,16.47,보통,보통
2019-01-02 16,45.59,53.05,20.39,0.23,28.93,보통,보통
2019-01-02 17,46.91,53.01,22.55,-0.66,30.89,보통,보통
2019-01-02 18,48.98,52.94,26.7,-1.24,33.65,보통,보통
