날짜,미세먼지(PM-10),소음(db),온도(℃),습도(%),초미세먼지(PM-2.5),PM10단계,PM25단계
2019-01-10 03,75.98,51.23,-1.78,22.87,37.9,보통,나쁨
2019-01-10 04,83.63,51.54,-1.76,23.43,40.9,나쁨,나쁨
2019-01-10 05,96.27,52.4,-1.64,23.67,47.38,나쁨,나쁨
2019-01-10 06,93.97,53.51,-1.81,25.63,47.18,나쁨,나쁨
2019-01-10 07,95.96,54.23,-1.47,27.31,48.61,나쁨,나쁨
2019-01-10 08,95.58,54.59,-1.21,28.14,52.2,나쁨,나쁨
2019-01-10 09,83.28,54.67,-0.26,27.3,46.22,나쁨,나쁨
2019-01-10 10,84.73,54.69,0.73,26.69,47.02,나쁨,나쁨
2019-01-10 11,82.25,55.25,2.22,27.58,45.62,나쁨,나쁨
2019-01-10 12,84.88,54.6,3.16,35.31,47.02,나쁨,나쁨
2019-01-10 13,95.3,54.73,2.92,36.52,49.45,나쁨,나쁨
2019-01-10 14,90.19,55.4,3.5,38.36,41.13,나쁨,나쁨
2019-01-10 15,63.51,55.11,3.94,43.02,29.81,보통,보통
2019-01-10 16,33.13,54.97,3.9,44.09,18.62,보통,보통
2019-01-10 17,44.45,54.5,3.56,47.52,23.89,보통,보통
2019-01-10 18,68.82,54.49,3.16,51.93,36.15,보통,나쁨
2019-01-10 19,78.55,54.57,2.8,56.02,43.74,보통,나쁨
2019-01-10 20,75.75,54.43,2.83,59.83,43.04,보통,나쁨
2019-01-10 21,79.69,54.21,2.77,64.34,46.79,보통,나쁨
2019-01-10 22,81.82,53.87,2.83,64.4,48.51,나쁨,나쁨
2019-01-10 23,79.75,53.6,2.96,64.84,46.6,보통,나쁨
2019-01-11 00,80.2,52.73,2.98,65.08,49.36,보통,나쁨
2019-01-11 01,81.54,52.22,3.06,64.19,50.37,나쁨,나쁨
2019-01-11 02,79.85,51.68,2.71,65.27,52.3,보통,나쁨
2019-01-11 03,80.0,51.27,2.51,65.45,52.89,보통,나쁨
2019-01-11 04,81.11,51.57,2.41,65.38,53.18,나쁨,나쁨
2019-01-11 05,83.03,52.44,2.39,64.45,54.7,나쁨,나쁨
2019-01-11 06,86.98,53.46,2.35,64.08,58.81,나쁨,나쁨
2019-01-11 07,82.11,54.16,2.31,64.48,52.97,나쁨,나쁨
2019-01-11 08,81.75,54.42,2.23,64.91,52.33,나쁨,나쁨
2019-01-11 09,85.03,54.62,2.64,61.41,53.38,나쁨,나쁨
2019-01-11 10,88.38,54.73,3.66,54.4,54.93,나쁨,나쁨
2019-01-11 11,92.41,54.55,4.77,46.57,58.89,나쁨,나쁨
2019-01-11 12,98.33,54.5,6.05,41.82,61.55,나쁨,나쁨
2019-01-11 13,100.92,54.4,7.04,37.67,60.93,나쁨,나쁨
2019-01-11 14,102.17,54.52,7.71,36.11,63.16,나쁨,나쁨
2019-01-11 15,100.95,54.43,7.52,37.31,63.9,나쁨,나쁨
2019-01-11 16,103.23,54.43,7.27,36.99,66.4,나쁨,나쁨
2019-01-11 17,109.87,54.31,6.8,36.54,73.19,나쁨,나쁨
2019-01-11 18,108.58,54.09,6.4,36.91,73.85,나쁨,나쁨
2019-01-11 19,102.62,54.14,5.71,39.13,71.14,나쁨,나쁨
2019-01-11 20,102.41,54.14,4.94,41.14,71.44,나쁨,나쁨
2019-01-11 21,104.71,54.02,4.36,42.3,71.33,나쁨,나쁨
2019-01-11 22,108.47,53.88,3.9,43.53,74.58,나쁨,나쁨
2019-01-11 23,106.39,53.44,3.91,43.46,72.49,나쁨,나쁨
2019-01-12 00,105.06,52.76,4.01,43.46,69.96,나쁨,나쁨
2019-01-12 01,107.3,52.25,4.03,43.3,72.72,나쁨,나쁨
2019-01-12 02,107.78,51.77,4.08,42.97,72.72,나쁨,나쁨
2019-01-12 03,107.53,51.56,4.07,43.13,73.63,나쁨,나쁨
2019-01-12 04,108.33,51.63,4.01,42.93,72.25,나쁨,나쁨
2019-01-12 05,108.74,52.11,4.01,43.1,73.24,나쁨,나쁨
2019-01-12 06,109.67,52.64,3.97,43.47,78.07,나쁨,매우 나쁨
2019-01-12 07,106.47,53.09,3.75,44.51,75.45,나쁨,나쁨
2019-01-12 08,109.25,53.84,3.63,45.14,77.09,나쁨,매우 나쁨
2019-01-12 09,109.77,54.1,4.55,43.4,79.37,나쁨,매우 나쁨
2019-01-12 10,111.63,54.39,5.09,43.44,79.96,나쁨,매우 나쁨
2019-01-12 11,119.8,54.71,6.49,38.6,80.52,나쁨,매우 나쁨
2019-01-12 12,125.4,55.79,7.58,33.8,82.62,나쁨,매우 나쁨
2019-01-12 13,124.3,55.83,8.03,30.9,81.66,나쁨,매우 나쁨
2019-01-12 14,123.44,56.25,8.61,30.12,83.57,나쁨,매우 나쁨
2019-01-12 15,120.58,56.7,8.59,29.99,83.3,나쁨,매우 나쁨
2019-01-12 16,116.15,56.79,7.78,31.41,77.12,나쁨,매우 나쁨
2019-01-12 17,107.05,56.23,6.44,36.53,71.31,나쁨,나쁨
2019-01-12 18,104.6,54.71,5.19,39.44,67.02,나쁨,나쁨
2019-01-12 19,105.9,54.37,4.75,37.67,70.4,나쁨,나쁨
2019-01-12 20,104.89,54.32,4.25,38.86,67.59,나쁨,나쁨
2019-01-12 21,106.4,53.56,3.75,40.84,69.78,나쁨,나쁨
2019-01-12 22,105.25,53.34,3.19,41.94,70.11,나쁨,나쁨
2019-01-12 23,106.25,52.97,2.52,44.17,71.43,나쁨,나쁨
2019-01-13 00,108.64,52.37,2.05,45.91,74.51,나쁨,나쁨
2019-01-13 01,109.22,51.97,1.87,48.36,75.43,나쁨,나쁨
2019-01-13 02,111.89,51.54,1.61,48.47,76.56,나쁨,매우 나쁨
2019-01-13 03,108.92,51.17,1.07,47.58,74.46,나쁨,나쁨
2019-01-13 04,111.46,51.03,0.61,48.47,74.93,나쁨,나쁨
2019-01-13 05,108.29,51.34,0.14,50.63,71.49,나쁨,나쁨
2019-01-13 06,107.0,51.96,-0.01,51.62,69.84,나쁨,나쁨
2019-01-13 07,111.64,52.46,-0.2,51.62,75.54,나쁨,나쁨
2019-01-13 08,113.42,53.06,-0.04,50.44,76.76,나쁨,매우 나쁨
2019-01-13 09,115.47,53.47,1.35,46.12,76.82,나쁨,매우 나쁨
2019-01-13 10,124.18,53.72,3.08,41.79,77.31,나쁨,매우 나쁨
2019-01-13 11,123.18,53.62,4.73,35.77,75.83,나쁨,나쁨
2019-01-13 12,128.5,53.54,6.17,30.57,78.88,나쁨,매우 나쁨
2019-01-13 13,124.56,53.86,7.28,24.76,76.22,나쁨,매우 나쁨
2019-01-13 14,120.65,54.03,7.69,20.04,72.64,나쁨,나쁨
2019-01-13 15,119.44,53.82,7.97,21.37,74.92,나쁨,나쁨
2019-01-13 16,112.31,53.64,7.51,23.42,68.14,나쁨,나쁨
2019-01-13 17,121.92,53.57,6.68,29.26,71.94,나쁨,나쁨
2019-01-13 18,138.45,53.56,5.62,43.7,87.53,나쁨,매우 나쁨
2019-01-13 19,155.5,53.47,4.66,55.43,104.0,매우나쁨,매우 나쁨
2019-01-13 20,155.08,53.4,4.0,61.38,104.6,매우나쁨,매우 나쁨
2019-01-13 21,155.62,53.22,3.4,64.84,107.9,매우나쁨,매우 나쁨
2019-01-13 22,161.36,53.0,3.0,63.93,112.73,매우나쁨,매우 나쁨
2019-01-13 23,161.93,52.43,2.39,63.99,115.74,매우나쁨,매우 나쁨
2019-01-14 00,154.56,51.79,1.99,65.6,111.84,매우나쁨,매우 나쁨
2019-01-14 01,156.53,51.16,1.61,66.96,112.81,매우나쁨,매우 나쁨
2019-01-14 02,151.75,50.65,1.37,68.19,109.11,매우나쁨,매우 나쁨
2019-01-14 03,151.5,50.61,1.16,68.69,111.21,매우나쁨,매우 나쁨
2019-01-14 04,154.61,51.25,0.95,68.35,110.3,매우나쁨,매우 나쁨
2019-01-14 05,153.94,52.36,0.76,67.95,111.44,매우나쁨,매우 나쁨
2019-01-14 06,154.92,53.52,0.57,68.68,110.39,매우나쁨,매우 나쁨
2019-01-14 07,157.86,54.03,0.54,68.64,112.57,매우나쁨,매우 나쁨
2019-01-14 08,166.31,54.34,0.7,68.21,115.33,매우나쁨,매우 나쁨
2019-01-14 09,173.12,54.53,1.84,65.01,120.71,매우나쁨,매우 나쁨
2019-01-14 10,182.71,54.43,3.33,59.57,130.09,매우나쁨,매우 나쁨
2019-01-14 11,207.91,54.45,4.49,52.42,151.37,매우나쁨,매우 나쁨
2019-01-14 12,212.64,55.08,5.1,49.18,154.15,매우나쁨,매우 나쁨
2019-01-14 13,213.81,54.2,5.6,47.18,152.89,매우나쁨,매우 나쁨
2019-01-14 14,240.55,54.21,6.2,45.33,176.14,매우나쁨,매우 나쁨
2019-01-14 15,239.42,54.03,6.52,44.54,171.17,매우나쁨,매우 나쁨
2019-01-14 16,223.08,54.23,6.36,46.05,150.91,매우나쁨,매우 나쁨
2019-01-14 17,214.48,54.11,5.79,49.38,146.95,매우나쁨,매우 나쁨
2019-01-14 18,228.05,53.98,5.24,54.23,159.07,매우나쁨,매우 나쁨
2019-01-14 19,211.14,53.91,4.88,59.9,147.02,매우나쁨,매우 나쁨
2019-01-14 20,187.97,53.92,4.71,63.16,134.03,매우나쁨,매우 나쁨
2019-01-14 21,192.44,53.77,4.49,64.66,135.23,매우나쁨,매우 나쁨
2019-01-14 22,196.08,53.61,4.55,63.84,135.58,매우나쁨,매우 나쁨
2019-01-14 23,197.43,53.04,4.59,63.79,140.46,매우나쁨,매우 나쁨
2019-01-15 00,193.41,52.41,4.42,64.7,140.02,매우나쁨,매우 나쁨
2019-01-15 01,199.63,51.84,4.01,63.95,143.35,매우나쁨,매우 나쁨
2019-01-15 02,207.34,51.26,3.74,63.27,147.76,매우나쁨,매우 나쁨
2019-01-15 03,214.46,51.02,3.23,66.14,152.4,매우나쁨,매우 나쁨
2019-01-15 04,216.12,51.31,2.39,69.1,149.97,매우나쁨,매우 나쁨
2019-01-15 05,210.21,52.33,1.4,72.34,147.54,매우나쁨,매우 나쁨
2019-01-15 06,208.36,53.42,0.92,71.37,145.58,매우나쁨,매우 나쁨
2019-01-15 07,204.58,53.99,0.83,68.71,144.04,매우나쁨,매우 나쁨
2019-01-15 08,204.94,54.33,0.9,66.23,142.82,매우나쁨,매우 나쁨
2019-01-15 09,191.79,54.56,1.0,62.5,130.97,매우나쁨,매우 나쁨
2019-01-15 10,178.07,54.5,1.42,57.37,120.23,매우나쁨,매우 나쁨
2019-01-15 11,178.53,54.98,1.71,54.82,118.67,매우나쁨,매우 나쁨
2019-01-15 12,171.08,55.51,1.78,54.09,111.63,매우나쁨,매우 나쁨
2019-01-15 13,153.52,55.11,2.11,47.32,102.74,매우나쁨,매우 나쁨
2019-01-15 14,146.7,54.89,2.91,39.85,98.02,나쁨,매우 나쁨
2019-01-15 15,118.96,54.28,2.6,33.76,75.88,나쁨,나쁨
2019-01-15 16,105.37,54.45,1.1,32.41,59.44,나쁨,나쁨
2019-01-15 17,106.63,54.37,-0.54,30.46,39.24,나쁨,나쁨
2019-01-15 18,104.15,54.18,-1.67,30.85,20.12,나쁨,보통
2019-01-15 19,101.49,54.21,-2.99,37.46,18.22,나쁨,보통
2019-01-15 20,97.81,54.1,-4.1,39.99,19.22,나쁨,보통
2019-01-15 21,101.63,54.15,-4.73,41.69,19.31,나쁨,보통
2019-01-15 22,101.72,54.08,-5.03,42.21,18.13,나쁨,보통
2019-01-15 23,102.19,53.52,-5.21,41.93,18.68,나쁨,보통
2019-01-16 00,101.4,52.84,-5.53,41.85,18.88,나쁨,보통
2019-01-16 01,98.48,52.34,-5.86,41.97,18.71,나쁨,보통
2019-01-16 02,95.24,51.76,-6.31,41.98,19.37,나쁨,보통
2019-01-16 03,90.23,51.39,-6.78,41.54,22.33,나쁨,보통
2019-01-16 04,85.11,51.7,-7.09,41.75,25.5,나쁨,보통
2019-01-16 05,79.46,52.61,-7.36,41.89,24.52,보통,보통
2019-01-16 06,82.51,53.74,-7.74,41.32,26.64,나쁨,보통
2019-01-16 07,91.79,54.41,-7.56,39.94,32.9,나쁨,보통
2019-01-16 08,88.64,54.67,-7.36,39.74,31.61,나쁨,보통
2019-01-16 09,94.56,54.62,-6.02,35.43,33.31,나쁨,보통
2019-01-16 10,98.41,54.63,-4.34,31.72,34.1,나쁨,보통
2019-01-16 11,99.66,54.64,-4.05,29.23,32.01,나쁨,보통
2019-01-16 12,96.43,55.12,-3.38,24.7,30.97,나쁨,보통
2019-01-16 13,94.38,54.98,-2.29,19.14,31.88,나쁨,보통
2019-01-16 14,90.57,55.37,-1.38,14.79,33.54,나쁨,보통
2019-01-16 15,77.99,54.96,-0.65,18.05,30.71,보통,보통
2019-01-16 16,67.58,54.22,-0.74,21.81,30.92,보통,보통
2019-01-16 17,64.51,54.12,-1.02,25.26,28.4,보통,보통
2019-01-16 18,71.18,54.17,-1.14,28.5,27.74,보통,보통
2019-01-16 19,73.78,54.3,-1.08,34.27,37.75,보통,나쁨
2019-01-16 20,67.04,54.13,-1.22,39.47,34.06,보통,보통
2019-01-16 21,52.3,54.06,-1.12,45.66,24.03,보통,보통
2019-01-16 22,49.56,53.96,-0.9,52.96,20.83,보통,보통
2019-01-16 23,47.18,53.42,-0.65,61.65,20.63,보통,보통
2019-01-17 00,49.28,52.64,-0.48,68.36,20.3,보통,보통
2019-01-17 01,48.74,52.09,-0.18,67.38,22.28,보통,보통
2019-01-17 02,48.6,51.41,-0.03,66.93,24.88,보통,보통
2019-01-17 03,51.82,51.23,0.23,66.16,28.35,보통,보통
2019-01-17 04,50.95,51.43,0.17,66.57,29.79,보통,보통
2019-01-17 05,53.52,52.41,0.16,66.25,31.44,보통,보통
2019-01-17 06,56.94,53.51,-0.25,66.25,33.94,보통,보통
2019-01-17 07,59.6,54.16,-0.49,66.4,36.08,보통,나쁨
2019-01-17 08,65.2,54.65,-0.12,63.89,41.38,보통,나쁨
2019-01-17 09,75.68,54.45,0.88,54.18,47.73,보통,나쁨
2019-01-17 10,90.01,54.31,1.7,39.55,47.03,나쁨,나쁨
2019-01-17 11,84.02,54.04,2.63,27.75,35.44,나쁨,보통
2019-01-17 12,83.75,53.89,3.55,19.3,34.42,나쁨,보통
2019-01-17 13,83.77,53.81,4.44,15.75,36.16,나쁨,나쁨
2019-01-17 14,90.33,53.81,4.75,15.58,37.83,나쁨,나쁨
2019-01-17 15,82.31,53.83,4.89,15.81,29.98,나쁨,보통
2019-01-17 16,83.9,53.8,4.64,16.63,30.62,나쁨,보통
2019-01-17 17,86.59,53.78,3.97,19.1,33.24,나쁨,보통
2019-01-17 18,92.74,53.82,3.31,22.78,34.88,나쁨,보통
2019-01-17 19,93.3,53.78,2.78,28.22,40.07,나쁨,나쁨
2019-01-17 20,95.7,53.8,2.25,32.89,40.82,나쁨,나쁨
2019-01-17 21,98.25,53.78,1.84,31.69,44.46,나쁨,나쁨
2019-01-17 22,93.09,53.75,1.51,28.18,43.33,나쁨,나쁨
2019-01-17 23,87.92,53.23,1.2,26.94,42.27,나쁨,나쁨
2019-01-18 00,82.63,52.5,0.73,25.58,39.98,나쁨,나쁨
2019-01-18 01,78.04,51.99,0.34,26.35,36.65,보통,나쁨
2019-01-18 02,67.27,51.57,-0.15,27.47,32.64,보통,보통
2019-01-18 03,53.65,51.23,-0.39,28.48,28.46,보통,보통
2019-01-18 04,53.42,51.48,-1.06,30.75,28.29,보통,보통
2019-01-18 05,50.44,52.44,-1.34,32.22,28.64,보통,보통
2019-01-18 06,49.48,53.39,-1.61,34.13,28.79,보통,보통
2019-01-18 07,50.22,54.14,-1.74,35.85,29.58,보통,보통
2019-01-18 08,55.82,54.43,-1.15,35.99,32.38,보통,보통
2019-01-18 09,70.85,54.42,0.6,32.87,38.4,보통,나쁨
2019-01-18 10,76.55,54.37,2.51,29.91,40.82,보통,나쁨
2019-01-18 11,84.5,54.25,4.05,26.37,46.82,나쁨,나쁨
2019-01-18 12,93.49,54.0,5.19,21.2,53.46,나쁨,나쁨
2019-01-18 13,80.52,53.95,6.07,24.55,45.76,보통,나쁨
2019-01-18 14,88.47,54.02,6.75,28.3,51.23,나쁨,나쁨
2019-01-18 15,101.12,54.09,6.98,30.31,54.2,나쁨,나쁨
2019-01-18 16,91.93,54.15,6.29,35.57,51.16,나쁨,나쁨
2019-01-18 17,99.19,53.92,5.49,39.31,58.77,나쁨,나쁨
2019-01-18 18,100.62,54.26,4.98,42.69,59.04,나쁨,나쁨
2019-01-18 19,98.36,53.81,4.49,45.67,59.31,나쁨,나쁨
2019-01-18 20,103.55,53.89,4.15,48.77,64.52,나쁨,나쁨
2019-01-18 21,102.9,53.85,4.07,51.29,66.21,나쁨,나쁨
2019-01-18 22,101.03,53.72,3.86,53.05,64.33,나쁨,나쁨
2019-01-18 23,107.83,53.39,3.37,54.42,67.26,나쁨,나쁨
2019-01-19 00,108.06,52.64,3.29,53.85,69.29,나쁨,나쁨
2019-01-19 01,107.79,52.29,3.44,52.64,70.37,나쁨,나쁨
2019-01-19 02,106.72,51.74,3.44,52.4,68.66,나쁨,나쁨
2019-01-19 03,103.61,51.59,3.22,52.94,67.1,나쁨,나쁨
2019-01-19 04,105.08,51.57,3.06,53.66,66.38,나쁨,나쁨
2019-01-19 05,103.85,52.2,3.0,53.87,66.69,나쁨,나쁨
2019-01-19 06,105.99,52.69,3.27,52.7,68.64,나쁨,나쁨
2019-01-19 07,105.41,53.1,3.33,51.48,68.38,나쁨,나쁨
2019-01-19 08,105.05,53.68,3.6,49.93,68.48,나쁨,나쁨
2019-01-19 09,100.87,54.08,4.36,47.8,67.93,나쁨,나쁨
2019-01-19 10,105.95,55.08,5.19,47.12,70.51,나쁨,나쁨
2019-01-19 11,108.75,55.09,6.23,45.89,69.06,나쁨,나쁨
2019-01-19 12,114.31,56.39,7.45,44.56,71.85,나쁨,나쁨
2019-01-19 13,109.19,56.58,8.57,45.3,70.3,나쁨,나쁨
2019-01-19 14,122.16,57.08,9.43,43.46,77.49,나쁨,매우 나쁨
2019-01-19 15,124.06,57.3,9.35,42.22,75.5,나쁨,나쁨
2019-01-19 16,110.49,57.32,9.56,41.06,68.52,나쁨,나쁨
2019-01-19 17,95.89,55.77,8.63,45.59,58.82,나쁨,나쁨
2019-01-19 18,89.21,54.49,7.56,49.0,54.28,나쁨,나쁨
2019-01-19 19,82.29,54.66,6.64,53.64,52.42,나쁨,나쁨
2019-01-19 20,82.79,54.35,6.28,56.59,55.15,나쁨,나쁨
2019-01-19 21,87.54,53.29,6.53,57.85,59.42,나쁨,나쁨
2019-01-19 22,90.08,52.98,6.59,57.29,62.74,나쁨,나쁨
2019-01-19 23,99.38,52.62,6.32,59.77,67.26,나쁨,나쁨
2019-01-20 00,90.42,52.1,5.8,67.69,61.74,나쁨,나쁨
2019-01-20 01,90.24,51.79,4.82,69.99,59.66,나쁨,나쁨
2019-01-20 02,97.29,51.44,4.31,68.97,60.54,나쁨,나쁨
2019-01-20 03,99.18,51.08,3.43,67.57,65.29,나쁨,나쁨
2019-01-20 04,96.1,51.02,2.39,50.58,67.82,나쁨,나쁨
2019-01-20 05,111.32,51.31,1.52,42.53,75.24,나쁨,나쁨
2019-01-20 06,106.35,51.85,0.59,42.95,65.8,나쁨,나쁨
2019-01-20 07,85.07,52.22,-0.15,44.23,51.23,나쁨,나쁨
2019-01-20 08,79.78,52.95,-0.64,39.6,47.6,보통,나쁨
2019-01-20 09,77.67,53.41,-0.5,32.5,43.06,보통,나쁨
2019-01-20 10,84.76,53.78,0.09,28.9,42.01,나쁨,나쁨
2019-01-20 11,97.65,53.71,0.61,25.95,39.33,나쁨,나쁨
2019-01-20 12,96.05,53.67,1.33,24.1,34.52,나쁨,보통
2019-01-20 13,98.85,53.65,2.15,20.17,29.92,나쁨,보통
2019-01-20 14,98.35,54.08,2.33,19.53,27.07,나쁨,보통
2019-01-20 15,98.5,53.86,2.26,17.21,27.0,나쁨,보통
2019-01-20 16,92.35,53.59,1.77,16.86,22.32,나쁨,보통
2019-01-20 17,77.19,53.49,0.88,17.93,14.38,보통,좋음
2019-01-20 18,82.11,53.55,-0.09,22.34,13.41,나쁨,좋음
2019-01-20 19,92.17,53.48,-1.1,25.69,22.23,나쁨,보통
2019-01-20 20,91.31,53.39,-1.99,27.3,23.72,나쁨,보통
2019-01-20 21,92.45,53.17,-2.54,29.49,25.18,나쁨,보통
2019-01-20 22,92.86,52.87,-2.97,31.34,27.47,나쁨,보통
2019-01-20 23,89.57,52.45,-3.08,32.46,28.54,나쁨,보통
2019-01-21 00,82.02,51.64,-3.3,34.93,29.52,나쁨,보통
2019-01-21 01,70.78,51.11,-3.26,36.2,28.2,보통,보통
2019-01-21 02,68.18,50.69,-3.18,36.98,29.29,보통,보통
2019-01-21 03,60.89,50.62,-3.45,39.02,29.43,보통,보통
2019-01-21 04,57.47,51.16,-3.43,40.21,28.87,보통,보통
2019-01-21 05,53.79,52.43,-3.35,41.87,27.36,보통,보통
2019-01-21 06,52.46,53.4,-3.29,42.92,27.31,보통,보통
2019-01-21 07,54.47,53.89,-3.12,43.4,28.58,보통,보통
2019-01-21 08,66.18,54.17,-2.43,42.49,34.21,보통,보통
2019-01-21 09,80.85,54.29,-1.09,40.28,38.97,보통,나쁨
2019-01-21 10,88.74,54.3,0.45,39.51,40.41,나쁨,나쁨
2019-01-21 11,85.0,54.28,1.94,42.2,37.76,나쁨,나쁨
2019-01-21 12,67.4,54.42,2.23,58.2,33.03,보통,보통
2019-01-21 13,66.95,54.5,2.83,65.1,32.09,보통,보통
2019-01-21 14,68.17,54.47,4.4,56.63,33.93,보통,보통
2019-01-21 15,69.57,54.43,5.18,52.56,33.81,보통,보통
2019-01-21 16,74.6,54.2,5.51,52.3,33.1,보통,보통
2019-01-21 17,81.7,54.01,5.28,55.7,33.32,나쁨,보통
2019-01-21 18,86.47,53.9,5.11,56.59,34.95,나쁨,보통
2019-01-21 19,85.99,53.9,4.75,56.96,37.63,나쁨,나쁨
2019-01-21 20,82.42,53.83,4.32,55.92,37.36,나쁨,나쁨
2019-01-21 21,82.31,53.8,3.83,56.95,35.77,나쁨,보통
2019-01-21 22,78.43,53.58,3.06,58.0,29.57,보통,보통
2019-01-21 23,74.87,53.09,2.33,60.6,24.67,보통,보통
2019-01-22 00,73.98,52.49,1.69,60.13,25.63,보통,보통
2019-01-22 01,74.53,51.94,0.97,60.88,26.95,보통,보통
2019-01-22 02,75.7,51.33,0.62,59.88,25.84,보통,보통
2019-01-22 03,75.42,51.12,0.26,59.63,25.91,보통,보통
2019-01-22 04,75.67,51.39,0.0,60.14,25.48,보통,보통
2019-01-22 05,73.65,52.38,-0.15,62.21,27.06,보통,보통
2019-01-22 06,76.31,53.38,-0.22,63.47,27.03,보통,보통
2019-01-22 07,83.45,54.02,-0.13,64.18,26.49,나쁨,보통
2019-01-22 08,81.74,54.25,0.4,62.98,27.6,나쁨,보통
2019-01-22 09,79.52,54.35,2.22,56.7,34.59,보통,보통
2019-01-22 10,79.98,54.35,4.21,52.26,34.55,보통,보통
2019-01-22 11,83.91,54.74,6.01,50.88,36.47,나쁨,나쁨
2019-01-22 12,86.31,54.91,7.18,43.21,42.26,나쁨,나쁨
2019-01-22 13,87.26,54.06,7.75,39.53,42.31,나쁨,나쁨
2019-01-22 14,83.95,54.25,7.73,40.34,34.82,나쁨,보통
2019-01-22 15,80.88,54.08,7.66,39.87,26.61,보통,보통
2019-01-22 16,78.73,54.17,7.35,42.27,26.61,보통,보통
2019-01-22 17,80.7,53.94,6.58,44.38,32.68,보통,보통
2019-01-22 18,84.08,53.86,6.19,48.24,35.62,나쁨,보통
2019-01-22 19,85.46,53.72,5.65,55.51,39.73,나쁨,나쁨
2019-01-22 20,84.88,53.69,5.37,58.06,39.8,나쁨,나쁨
2019-01-22 21,87.01,53.61,5.13,57.44,40.93,나쁨,나쁨
2019-01-22 22,87.28,53.46,4.88,57.57,41.99,나쁨,나쁨
2019-01-22 23,86.85,53.05,4.27,61.06,45.78,나쁨,나쁨
2019-01-23 00,87.12,52.38,3.81,63.2,47.83,나쁨,나쁨
2019-01-23 01,90.27,51.86,3.34,65.16,53.53,나쁨,나쁨
2019-01-23 02,93.7,51.36,2.67,68.16,59.62,나쁨,나쁨
2019-01-23 03,94.62,50.9,2.27,70.19,59.51,나쁨,나쁨
2019-01-23 04,96.58,51.28,1.98,72.35,62.29,나쁨,나쁨
2019-01-23 05,91.86,52.24,1.9,73.72,57.58,나쁨,나쁨
2019-01-23 06,96.06,53.31,1.88,74.62,61.76,나쁨,나쁨
2019-01-23 07,96.53,53.81,1.8,74.93,63.02,나쁨,나쁨
2019-01-23 08,93.68,54.46,2.28,74.32,61.92,나쁨,나쁨
2019-01-23 09,107.59,54.33,3.89,70.81,72.31,나쁨,나쁨
2019-01-23 10,112.03,54.27,5.08,63.12,76.44,나쁨,매우 나쁨
2019-01-23 11,101.98,54.16,6.05,44.65,67.77,나쁨,나쁨
2019-01-23 12,103.44,54.46,6.89,29.78,63.3,나쁨,나쁨
2019-01-23 13,109.83,53.74,7.46,22.13,63.37,나쁨,나쁨
2019-01-23 14,92.53,54.0,7.85,19.57,50.73,나쁨,나쁨
2019-01-23 15,82.44,53.96,8.06,18.59,41.84,나쁨,나쁨
2019-01-23 16,99.46,53.68,7.69,17.67,47.01,나쁨,나쁨
2019-01-23 17,100.63,53.58,6.55,15.91,39.2,나쁨,나쁨
2019-01-23 18,95.33,53.64,5.48,17.05,32.16,나쁨,보통
2019-01-23 19,87.26,53.73,4.26,21.09,28.75,나쁨,보통
2019-01-23 20,82.32,53.72,3.25,24.47,30.02,나쁨,보통
2019-01-23 21,89.18,53.59,2.63,25.52,29.78,나쁨,보통
2019-01-23 22,93.28,53.54,2.16,25.53,31.0,나쁨,보통
2019-01-23 23,92.42,52.99,1.7,25.87,35.27,나쁨,보통
2019-01-24 00,93.76,52.32,1.19,26.68,36.66,나쁨,나쁨
2019-01-24 01,90.98,51.84,0.83,28.6,38.18,나쁨,나쁨
2019-01-24 02,89.03,51.33,0.52,29.78,37.58,나쁨,나쁨
2019-01-24 03,90.52,51.03,0.17,31.02,40.47,나쁨,나쁨
2019-01-24 04,89.88,51.31,-0.31,32.86,41.76,나쁨,나쁨
2019-01-24 05,88.22,52.16,-0.64,32.04,43.55,나쁨,나쁨
2019-01-24 06,84.87,53.23,-1.01,33.28,44.05,나쁨,나쁨
2019-01-24 07,81.22,53.87,-1.11,33.37,37.23,나쁨,나쁨
2019-01-24 08,78.83,54.17,-0.73,33.69,34.39,보통,보통
2019-01-24 09,83.43,54.18,1.07,29.51,39.18,나쁨,나쁨
2019-01-24 10,90.69,54.14,2.78,25.23,41.72,나쁨,나쁨
2019-01-24 11,97.25,53.88,3.85,20.07,46.17,나쁨,나쁨
2019-01-24 12,94.82,54.43,4.87,15.98,48.51,나쁨,나쁨
2019-01-24 13,85.96,53.57,5.89,13.35,42.84,나쁨,나쁨
2019-01-24 14,94.35,53.89,6.46,11.22,45.77,나쁨,나쁨
2019-01-24 15,91.98,53.57,6.66,8.97,43.38,나쁨,나쁨
2019-01-24 16,94.87,53.84,6.37,10.07,46.11,나쁨,나쁨
2019-01-24 17,85.6,53.79,5.44,19.35,37.48,나쁨,나쁨
2019-01-24 18,83.12,53.68,4.49,22.78,35.67,나쁨,보통
2019-01-24 19,83.84,53.81,3.6,27.03,41.95,나쁨,나쁨
2019-01-24 20,74.43,53.75,2.48,34.31,41.94,보통,나쁨
2019-01-24 21,72.89,53.72,2.21,37.32,39.08,보통,나쁨
2019-01-24 22,57.63,53.58,2.08,39.23,32.46,보통,보통
2019-01-24 23,47.4,53.11,1.83,41.42,24.38,보통,보통
2019-01-25 00,44.09,52.46,1.62,43.43,24.92,보통,보통
